Review,isPositive
"first of all, you cant deny that this is one of the best albums of the eighties. guns and roses were one of the few bands of the decade who played hard rock, but listening to it today is different. having grown up in the 90's it is easy to see how much of an eighties flavor this album has. it was all about excess. there are some points in the album where i ask myself, """"""""what is going on?"""""""" there seems to be about 200 guitar parts/solos, the drums are so loud and some of it seems just like noise. however, the album has it's bright points in """"""""sweet child of mine"""""""", """"""""welcome to the jungle"""""""", and a few others. while this album is hard rock all the way through, it ends on a bad note with , """"""""don't ever leave me, say you'll always be there,all i ever wanted was for you to know that i care"""""""" - an unfitting end to a hard album.",TRUE
"i love this portable little sheer 'brally for the munchies. it goes to the beach with me to cover wedding cakes for beachside weddings. it lets the breeze go through and lets us see the lovely little cakes inside while keeping out the tree drops and bugs before the cake service starts. it folds up and stashes away. what a simple and successful creation.i also take this to the country when i'm painting and cover my wet oil pieces, again to keep those little gnats away that love to dive bomb my sticky art. perfect!thanks!",TRUE
"i've used these for about 4 years and i'm very happy with them. i can not understand why people would consistently choose something so much larger than these other than a lack of familiarity with this product and perhaps fear to go against the standard.the transmitter is so tiny and thus makes shooting remotely a pleasure.only downside is that i'm not crazy about large mono plug and needing tiny adaptors, but really no big deal. can be used in various guises as remote trigger for flash, studio lights, even camera.long battery life.why have some large unit on top of your camera when a tiny transmitter does the same?",TRUE
"for me, someone who usually can't stand a show unless it's shonen, romeo x juliet really surprised me. i first watched it because alot of my friends had watched it and said it was good. from the first episode i was hooked and i can't wait to finish the series.",TRUE
"granted, i liked this collection when it wad first released, but as is the case with all of grand funk's material, there does seem to be an aging process before it's true greatness is realized. it has become a standard for the gfr catalog. with a bounty of budget sized best of collections, the anthology stands tall as the best representation of the band i'm its prime, and in a time where fm radio is proving to be a general wasteland of pop music cast offs, re-discovering this funky, groovy, power pop group is more than refreshing. boasting crisp production and crisp remasteted sound, this is a perfect collection for the past, present, and future.",TRUE
i found this book to be very helpful when wanting to learn how to sew/quilt. i was starting from ground zero and it helped me through some of the very basic of steps. looking forward to trying some of the projects in the back of the book.,TRUE
"this wedge pillow has been very useful after my esophogus surgery. although not extremely comfortable, it did the trick. would not recommend for every day use but has good angle for upright sleeping.it didn't have an aweful smell like some reviews have said.",TRUE
"i found this review to be very helpful, however, with medicine making so many advances and changes, it is time for this book to come out in a 4th edition. a number of situations did not have an appropriate answer because of changes in diagnostic tests, medication & treatment modalities & acls since this book was released. i look forward to seeing the updated book and will be right there to purchase it.",TRUE
bought this for my kids to use around the house and they love it. it is easy for them to carry and sturdy and safe that i do not worry about it tipping. the handle seems to be just the right height to provide a little stability for a child working at a counter or sink.,TRUE
my husband used this bucket to make me a pond with plants and fish. love the versatility of use for this bucket,TRUE
"upon purchasing this system, i was a little skeptical of what it would sound like. i had never seen speakers with such a design and down-firing midranges. however, these speakers produce a great sound for the price. the bass is deep and clear, and the trebel, a bit tinny at times, is not overpowered by the lower ranges. the unique three way design of the satellite speakers provides great quality, and exceptional bass response for 3"""""""" speakers. great deal, you will not be disappointed.",TRUE
"for those of you that own a set of high end stereo speakers or at least a decent set you're in for a genuine treat. the audio on an average stereo system will not reveal any delicate detail however if you own high end equipment then get ready to be blown away. in my opinion this the best sounding audio recording i've heard so far, this includes dark side of the moon. the tonal richness, texture and holographic imaging coming out of this cd is jaw dropping. i can't get enough of it. add on top of that a very talented artist and the result is pure magic.danielle if you happen to read this, please, please make more music!",TRUE
"linus pauling goes right to the science of nutrition with an emphisis on vitamin c as a prophalactic against ailments of every kind. i found the book easy to read but full of hard science, clinical trials and useful practical methods of protection against everything from the common cold to cancer. this book offers those interested in a scientific approach to vitamin supplements an incredible amount of hard evidence supporting daily intake of vitamin c as a protector of the body from the toxins and diseases we come in contact with everyday. it actually changed my whole mindset towards supplements and bet it will change yours as well. i highly recomend it to all those planning or currently using vitamin and mineral supplements.",TRUE
it is great being able to make a snowman or rake leaves and play in them. i almost lost a person though when he went outside without coat!! this is a great addition to the sims 2 collection.,TRUE
this is a wonderful movie. i laughed and cried and then laughed some more. having gone through similar circumstances in my life made it all the better. one thing you get by the end is that all love makes you both crazy and stupid. you won't be disappointed seeing this one. maybe considered a bit of a chick flick but believe it or not my husband loved it every bit as much as i did.,TRUE
"while as usual not everything is first rate, and also some of this album has aged quite a bit, it is one of the better and more essential ymo albums. they were quite innoveative at the time and should not be forgotten for what they were: one of the most innovative early synth groups that were working in the tradition of kraftwerk.",TRUE
"not as soft as i'd hoped, but still great- i think once i use my bike more and wear the seat in it'll be geat- or maybe if i weighed more it would be more comfortable ( my boyfriend likes it)- still worth it though-",TRUE
this is one is one of best korn ones. i would have to say untochables is my favoite one of them all. but is one is a good cd as well nice beat to it on this cd. freak on a leash is the best song on here on this cd. nu metal is great.,TRUE
"the first thing you have to do when you get this strap is readjust the padding so it goes all the way over your shoulder. you can do that by bending the padding in half horizontally and kinda working it through the strap. once you do that, this is a very comfortable strap for cheap! when i got this strap, i hated it because the padding was not fully situated around my shoulder until i figured out how to fix it",TRUE
i bought this mount because i was so frustrated with the windshield mount that i almost didn't want to use my gps. this is the greatest thing ever! it stay in place even over rough pavement. it's easy to use and even easier to stow in the floorboard so no one steals it. i can't recommend it enough!,TRUE
great for mounting our dvd player above head level across from the bed. as soon as we get a new flat screen i'm gonna get a ceiling mount so we can just lay in bed and look up.,TRUE
it's exactly what i expected. the packgage is a bit smaller than it seems but i found that to be a good thing. if you are a true friends fan like myself you too will be thrilled with your purchase.,TRUE
"elliot valenstein's book is at the same time informative, provocative and disturbing. he has analyzed a dense literature and distilled from it key ideas that run counter to the current dogma of psychiatry and other """"""""helping professions,"""""""" the currently fashionable view that so-called mental illnesses of many types are brain disorders. valenstein prepares the reader with a well-crafted history of biological psychiatry, followed by a knoweldgable and intelligent critical analysis of the literature. this is a book that deserves a wide readership but, alas, will probably not receive it. the juggernaut of the brain psychiatrists and their sympathizers is just too overwhelming to give valenstein's book the careful reading it deserves. i look forward to his next work, which i hope would examine the related claims for a biological basis of adhd, homosexuality, alcoholism, and the like.",TRUE
"this book is 800+ pages of a practical joke. it is very entertaining and well worth reading. it kept my attention throughout the story and i found myself laughing at the absurdities as well as the 'wink winks'. beyond that i would hope that people are intelligent and patient enough with the book to realize that it is a work of fiction, and that while there may be an iota of truth in every fifty pages, it is just a maybe. be sure to read after the story is completed, and you won't be disappointed. however if you're looking for a convenient linear storyline you definitely will be. one last note, this book has made me research more historical archives than any history class, any thing in life which makes you think is a great thing to experience.",TRUE
"this book helps me in my daily prayer, its scriptural references are thought provoking, and it is easy to use.",TRUE
"patterson has done it again with another page-turning thriller! this one is especially interesting because it hits on political assassination conspiracies, which makes you start thinking about the real ones like jfk, etc. i don't want to give away too much, but please read it! if you love patterson's surprises and you like politics or conspiracy theory, you'll fall in love with this book.",TRUE
"this is my black lab's favorite toy. his first one lasted about a month in the house of constant play before it began to fall apart....then it became a backyard toy. otis is very picky about what kind of toy he will chase. most things tossed remain where they land. but toss this football and he will retrieve it and run around the yard like he's going for the touchdown. at this point, about 2 months after first purchased, it's split down the middle and barely holding together, but that makes no difference to otis....in fact, he prefers it in this floppy condition. we both love these footballs and wish that they were a bit sturdier, but i still think they make a great toy and are well worth the cost.",TRUE
this product cured my chronic yeast and bacterial infections. i used one part yin care and three parts water in a cup and soaked a tampon in it and left it in overnight. i repeated this seven times. if you are experiencing symptoms i would recommend seeing your doctor if you are not positive about what you have or haven't used one of those over the counter strips to find out what you have. i originally got this from my accupuncturist it works if you use it right!,TRUE
"great pot for the price (i got it for under 20 bucks). it discolored a bit on the bottom, i left it on high heat on the stove, but that does not bother me. it is a great addition to my kitchen and i use it every other day and i have owned it for about a year now.",TRUE
works as it should. just what i needed to record my camcorer videows to my laptop so i can burn on to dvd.,TRUE
"...she's determined that, not only will we be getting a new baby, but she will also be getting a new ring sling like the one shown in the book! this engaging book is one of our favorites for introducing the idea of a new baby to siblings.my favorite line? """"""""the sooner someone helps a baby, the sooner it will stop crying.""""""""",TRUE
absolutely magical. i do believe that this is a gem of a film and among the best that i have seen in years. it is a great story that in the end fills you with a great yearning. one of the best ensemble casts that i have ever seen. outstanding performances by all. brilliant performance and use of music. see it and tell your friends about it!,TRUE
"i bought this cable so i could attach my macbook laptop to an external monitor. i already had the mini dvi to dvi short cable from apple, i bought this cable to complete the run to my monitor. great price and quick delivery.",TRUE
"i love this tea! i during winter especially (when i can't make sun tea outside) i like to take about 6 bags, put them in a large bowl, add in the boiling water, and let it steep for awhile. then i pour the tea into a large glass container with a lid and put in the the fridge. i love the strong flavor of the cinnamon. it is good hot too! awesome tea!",TRUE
"i love all bess streeter aldrich books, but this is my favorite - actually it's my favorite novel!aldrich has a way with words like no other author. her metaphors and similes are humorous, her characterizations are rich and deep. this book is highly recommended!!",TRUE
"portraits of christ in the tabernacle, by theodore epp.the book i bought was the 2nd book, which was sent to my son, eric. i first read my husband's exact copy a few years before, and after pouring over it slowly and comparing some parts with the bible, this is what i have to say.this was so informative and exciting to read; it made the bible come alive. every element used, the numbers of them, the measurements required, the type of material - all have meaning, and they present the character and anticipation of the coming of the messiah. what is learned in this book will carry you through parts of the new testament, as you are reminded of them.the information explained in clarity by dr. epp brings the student of these pages to a new understanding, of god, of time as we know it, of prophecy and of the great love of god for each and every one of us. the reader will never be the same. check it out. i got mine at amazon.",TRUE
"beautiful latin and spanish music turns into a new level with this cd. their rendition of """"""""besame mucho"""""""" updates the song, which is a latin american classic, and turns it into a new but sensual and exquisite level. if you are looking for a cd that can teach you how to really understand music and musicianship, this is your best bet.",TRUE
"this is the third book in the story of an english lord raised by vikings in the late tenth century. it is somewhat akin to 'goodfellas"""""""" set 1100 years earlier. compelling characters, fascinating plot, lots of action and excitement, and even a little educational. you should start with the last kingdom, and once you do start it's hard to stop until you've read all three volumes. i suspect that men will probably enjoy the stories more than women, since they're heavy on violence and action and short on mystery and romance.",TRUE
"the author goes over all the parts necessary to get you to realize how important each part of your trading system is. i would have lost much money if i hadn't read this book. i would say that beginning investors need to read this, just for the fact that he emphasizes things that are so important, yet are ignored in a lot of other books. you may think of yourself as a good investor until you read this and realize all the mistakes you've been making. yes you could fit the most essential parts of the book on a 3x5 card, but you wouldn't understand their importance, and you might fail to use it. van k. tharp covers all the whys, and will help you on your way to making a time tested profitable trading system. ta (technical analysis is light) but thats not why you bought the book. this is a good one, even in hardcover and for the price. i'm going to keep it forever.",TRUE
"i have this laptop for four months. the only complain is it has a dull screen. other than that it works perfectly. my last laptop is compaq evo with p4 processor. the biggest difference i noticed right away is it produce much lesser heat than my previous notebook. also, the fan of the nc8230 runs quietly. the hand rest area of this laptop is the best i've ever seen. it is laminated and smooth. i work with laptops quite often but i couldnt find another laptop like this. the keyboard is excellence compare to my old compaq. i feel like i am using a ibm whenever i type on it. the lcd cover is made by magnesium alloy to protect the lcd and reduce the electronic interference. it has only 3 usb ports. it would be better if they can add more ports on it.",TRUE
this video has lots of useful info. if you really have no idea what to do this may save you altogether. dvd bike wrench school for the beginner! i am glad i bought it.,TRUE
this was a really good book! i couldn't put it down. although i figured out one twist early on...i didn't see the other one coming! definitely a must read!,TRUE
"this printer is easy to install in xp, and is a bargain. i am concerned about brother's reputation for failure after 1 year, and hope that they have corrected this defect with this model.",TRUE
"i bought this product for my daughter for christmas. for my son i bought a game boy advance. after about three weeks of use of the leapster i had to return the product because of some calibration problems. the replacement only lasted about two weeks as well, and i am currently trying to get a replacement for that since these products are warrantied for a year through leap frog, and i think that's the only good part about the 80.00 you spend on it. as far as the disappointment, my children really enjoyed the leapster system. maybe leap frog will be improving it now... (...)",TRUE
"no matter all the controversy about what was true and what wasn't, frey deserves credit for an incredibly insightful, daring, and creatively written piece of literature. while reading a million little pieces i was constantly sharing scenes from the book with my friends. his language, although some may find offensive was very unique, and in all seriousness -what kind of recovering addict of his severity wouldn't ? anyways- despite any fiction in the novel, frey's work is one of a kind and should be highly commended, congratulated, and remembered.",TRUE
"this was the first miscarriage book i read from the local library. it was extremely good. it contains sharings from 100 women in totally different situations. a good introduction to the many different experiences of miscarriage both now and years ago.it covers everything you really need to know and an extensive index. the statistical findings at the back are brilliant.easy to identify with because you will find a story that fits your situation.sharings from fathers as well, which are hard to get.best book to give to a friend.",TRUE
"my little paperback version of iyanla vanzant's faith in the valley has been used so much that it is now thoroughly dog-earred and marked up. this book has been a life saver on many rough days and the paperback version is small enough to comfortably carry around in your pocket. i have read this book straight through, as well as referred directly to the index that alphabetically lists situations and offers instant spiritual uplift. faith in the valley is a must have for everyone's personal library. it has certainly been my spiritual first aid kit.",TRUE
"the 6th record of dieters blue system project. i dont really like the first single of the album, which is ~dj vu (reached no.12 in germany) doesnt really work for me as a single. i loved all the tracks on this album except the songs that were made singles! which were the first and the second track. i feel ~sexy thing should have made a single. the second single was ~its all over which was a duet with dionne warwick and that single reached no.60. so to finalise it i would have to say all tracks from 3 """""""" 10 are very good, so all the fans of dieters work should defiantly get this album.fact: this is a gold selling album",TRUE
"this is one of my favorite gardening books. i'm not a professional, and i was looking for something between a technical and a general gardening book. i found the photography very useful to help me understand the design concepts, and i loved that it had both grand gardens and small scale gardens in the examples. i'm excited to try out some ideas myself, such as using earth sculpture and topiary. there were many great ideas and it has gotten me thinking outside of common (and sometimes overused) garden designs.",TRUE
it doesn't have the same number of hits or eventual singles. it is however still its equal their first huge success. for many a god reason its been around for 8 years and is still popular.,TRUE
"the gold and silver pens great a rich, wide line. they are awesome for fancy writing such as cards, invitations, thanks-you's, etc. beautiful pens that even work swell after a couple of months in the drawer. great pens!",TRUE
this was my first pilates dvd. i bought it for home practice and love it. great work outs and suggestions and made my pilates practice outside of class better. once i learned the routine i was able to make it harder on myself by adding appropriate variations or changing it up.,TRUE
"this is a well-made movie that shows the humanity of a man of god and his family. although made in the middle of the twentieth century, the video forcefully addresses issues of the twenty-first.",TRUE
"great story, great fighting w/out loads of gore. if you're a fan of rocky, you'll love this. the story wasn't too predictable and well written/acted.",TRUE
"beautiful movie. superb graphic and soundtrack. classic fairytale in an unconventional style. there is always movement, and in the slow parts, it's setting the story. excellent buy.",TRUE
"awesome!! i purchased a luke skywalker ep. vi electronic lightsaber, (not this one exactly) but my friend has this model and once i got into dueling with him i couldn't stop! he was a party pooper though because i beat him every time and he didn't want to lose anymore and i also creamed his little brother! (that was easy) i gave this a 5-star educational rating because it taught me 2 things:1. how to use the force and become a true jedi master of the plastic and c batteries.2. how to give my friends a whooping when they agrivate me!",TRUE
"this brush has a wide rubber grip handle and firm bristles. what makes it a bit unique is its size - at 11.1"""""""" it is nearly a foot long. you can use it to clean a large area where a smaller brush would make the job tedious, and in some instances to avoid bending as much due to its reach.the bristles are synthetic and fairly heavy gauge. they can be used to clean corrosive acids and alkalis although this was made for use in bathrooms and kitchens. i tested it on the shower floor and it's perfect for that type of work.the instructions say this brush can be cleaned in the dishwasher. with most brushes, the high heat of a dishwasher would cause bristles to fall out.",TRUE
"my first piece of silicone bake ware, i've tried it out, seems to be as advertised, baked even and was easy to clean",TRUE
