"","review","rating"
"48","Trip.com or bust Seriously, I only book with Trip.com when I’m not booking through the actual carrier/company I prefer to use (ex: through WestJet). Why?? They are heads and tails ahead of everyone regarding price and access to trips and times not always available through other third party options. I’ve booked Vegas now two years in a row as they have the best options, period. Date of experience: 01 March 2024","5"
"49","DO NOT USE Trip.com or Staybeyond LtdDreadful service DO NOT USE. left me in an unsafe apartment in central London at the Jasper Walk Escape provided by Staybeyond Ltd. When I complained a fraud was committed and is now in the hands of the UK courts. AVOID using both companies and stick to safe providers like Airbnb you have been warned. Date of experience: 27 November 2023","1"
"50","Perfect for everythingPerfect for everything Date of experience: 07 February 2024","5"
"51","Never ever book a trip that you might…Never ever book a trip that you might have to change. Even when changes are allowed, the change fees are more than the original flight fee so you lose any money you have already paid. Will never ever book through them again, this has happened twice to me with these people. Book direct through the airline!!!Date of experience: 05 March 2024","1"
"52","Great ticket prices and discountsGreat ticket prices and discounts Date of experience: 05 March 2024","5"
"53","what a terrible the Christalbrook Baily…what a terrible the Christalbrook Baily hotel. They were all immature.Almost them couldn't write down my name.I made the phone call twice.I send  e-mail as well.but, they answer was the kind of chat bot.My deposit was $50auReturn only $47.98auThey seem to be very inverterate.Date of experience: 02 March 2024","1"
"54","Stay was greatStay was great. Decent breakfast choices Mellisa from the reception was exceptionally professional and helpful, she was great assisting with our early check-in and providing helpful recommendation.Date of experience: 03 March 2024","4"
"55","Very happy with this company Booked a few domestic flights in Argentina with this company. All the flights went smoothly. The app is great and gives you all the information you need about your flight live. Even gate number. Would happily use them again in the future.Date of experience: 13 February 2024","5"
"56","StraightforwardStraightforward. No surprises. Great! Will use in the future!Date of experience: 05 March 2024","5"
"57","Easy to navigate systemEasy to navigate system, great offer saving 15 percent on cost, looking forward to using the App Date of experience: 03 March 2024","5"
"58","GreatGreat, so far.Date of experience: 05 March 2023","5"
"59","Very good Very good , thanks Date of experience: 05 February 2024","5"
"60","Snel en efficientDate of experience: 05 March 2024","5"
"61","ExcellentExcellent for tkt bookingDate of experience: 02 March 2024","5"
"62","emergency contact not belong to any of my family or myselfLike: Online customer services not only with robot talk but human, that's better.Dislike: options as Additional baggage allowance shown in adds-on however paid then was notified it's not allowed and not successfully purchased, that's very disappointing as the key reason to choose that air ticket is because of adding on baggage allowance existing and allow to pay.  It caused inconvenience and end up I paying more for that flight cuz Trip.com told me to purchase on airline website (website is not working well on payment)and not just I paid about 60dollar on international calling, it's I spent 45mins on phone. Plus the airline website shown a emergency contact mobile number n email not even belong to myself or my family members .I asked the airline,he said it left by trip.com, the travel agency. when I checked with online customer services,I was told it's from airline and I need to modify it with airline myself..but I m like a ping-pong ball. Airline says it's travel agency I purchased air tickets from, I need to solve out myself with trip.com. that's very frustrating and confused. Which my Booking info on airline website shld not leave any contacts I don't know. Date of experience: 29 February 2024","2"
"63","Offers of hooks?Was Quick on the draw for one of Trip’s Easter offers of Rail cards for £1. Got half way through and it disappeared. Tried again the next day tried to get a Rail card for £15 half way through it changed to £24. Seems these offers are just hooks to drag you in.Date of experience: 01 March 2024","2"
"64","The service is good ，especial the hotel reception greatThe service is good ，especial the hotel reception staff Mr.Hieu helpful and friendly.This hotel do not provide toothbrush.we should take ourself.its good to protect our earthDate of experience: 29 February 2024","5"
"65","I used to buy tickets hereGood love itDate of experience: 01 March 2024","5"
"66","What went wrong this timeMore Wasted Time and MoneyWhat went wrong this time? What went wrong last time? Your program rejected my last review. Now your message to me is that you want me to help you to improve so my next rip with you will be good.Your instructions to go to the reservation that I made are wrong. No you are wrong. No. The page where I get to manage the two flights that I booked is down or it is inaccessible or your internet connection is bad. I will not take another trip with Trip.com. Date of experience: 02 March 2024","1"
"67","Very smooth process from start to finishDate of experience: 01 March 2024","5"
"68","TrustworthyTrustworthy, safe, but I don’t see any vouchers or coupons or any discounts on flight purchase!First time using it and am considering looking for some place else for cheaper prices Date of experience: 09 February 2024","3"
"69","Best for all.Best for all. Date of experience: 03 February 2024","5"
"70","Is there any hidden fees to payIs there any hidden fees to pay? What about the sites?shall I pay extra fees while doing check in You didn't mention any extra fees.. so I hope while travelling I don't need to pay more Date of experience: 01 March 2024","3"
"71","Good price but late ticket delivery Good price yes, but to receive the ticket it tokes more than 15 hrs which is not good at all and it makes me worried that no good customer service, only useless bot !!!Date of experience: 28 February 2024","3"
"72","Warning re Trip.comBIG warning to anyone booking with Trip.com. The rate of the hotel was undisclosed to be in American$ rather than Aus$ so much higher than its competitors also they added an additional reservation fee as well as  currency fee. I got burnt and would like others to be warned to steer clear of them. Dishonest and devious. Date of experience: 03 February 2024","1"
"73","Lauren Liu is responsive and supportive…Lauren Liu is responsive and supportive in my case of supplier failed to issue tickets. Date of experience: 01 March 2024","5"
"74","Well done trip.comWell done trip.com Date of experience: 29 February 2024","5"
"75","I like to buy from them I like to buy from them , the APP works good and the service great Date of experience: 02 March 2024","5"
"76","Easy to book an affordable flight…Easy to book an affordable flight ticket.Date of experience: 02 March 2024","5"
"77","Easy to bookingI’m so happy to know this app. It’s really easy to and the price is low than the other appDate of experience: 02 March 2024","5"
"78","Very nice to use for booking and rapit…Very nice to use for booking and rapit confirmation. Date of experience: 01 March 2024","5"
"79"," The excellent booking app.It is a easy way to book and give very good  services. There are reminding information at all steps what we should do in our booking.Good!!!!Date of experience: 21 February 2024","5"
"80","Good and fastIt was fast and simple Date of experience: 01 March 2024","5"
"81","I did not get the actual flight ticketsWe got the PNR numbers for our flight but not the actual tickets. I hope it won't be a problem once flight time comes.Date of experience: 24 February 2024","3"
"82","All in oneAll needs in terms of travel were intact on this site, also customer service was great Date of experience: 28 January 2024","5"
"83","Would Never Use This Company EVER againI’m surprised, shocked, and horrified to say the least. I did not expect such a sour experience with this company. I did my research, looked at the reviews and thought that this was a booking agency I could trust. Their prices seemed too good to be true but naively, trustingly, I bought a $700 return ticket through them. Upon issues with check in, the company was an absolute sheeeeet show of help (put nicely) and then refused a refund, to change my flight, or offer any real advice. The flight was purchased on behalf of my partner who needed to renew a visa asap so rebooking a flight within a 24 hour period (AND NO LATER) was non-negotiable for me. I was offered 5,000 fly points as some sort of consolation, amounting to $50. Kind of pathetic when I spent $700 and invested my faith, but hey, I decided I would use this company once more as I’m a believer in second chances and did feel as if they were trying to help.Lo and behold I spent multiple hours trying to purchase a new ticket with my flight points, only to find no option to apply them. I tried on my phone. On my laptop. I installed the app. I verified my account multiple times. I rang customer service FIVE TIMES. I spent the rest of my day in a confused rage trying to use a bugged, glitched website, being talked to by a different representative. Being offered patronising comments and no solution. This company has enough money to have a fully functioning server and website, yet they do not? So where do the funds for their business venture go?To ‘gift’ me flight points that cannot be used… ooooof what an absolute joke.The most I got was ‘our tech team will review this within 72 hours’ But by 72 hours my desired flight would have long gone and my partner would have gone into overstaying, breaching the terms of his visa.‘We can offer you more flight points’ your server is having an issue where I’m not able to pay via credit card, PayPal or anything other than debit card- LET ALONE select my flight points. That’s like offering me an expired coupon. It’s COMPLETELY useless. And you best believe I sent screenshots from laptop and phone which were just ignored. Honestly they treated me like I didn’t know how to use the internet, despite being a frequent traveller and well versed in technology, this company took no responsibility. Despite being honest. Patient. And even trusting of the customer service team.. I have come out of this experience feeling bitter, belittled and would caution anyone wanting a safe, comfortable travel to use ANY of the other HUNDREDS of companies available. This one is not worth the risk unfortunately and 99% sure they buy off their reviews instead of investing into a worthwhile business.Date of experience: 27 February 2024","1"
"84","Good Service for me and solve my…Good Service for me and solve my problems quickly Date of experience: 27 February 2024","5"
"85","Everything excellent.Everything excellent. Date of experience: 27 February 2024","5"
"86","I found this app is very convenientI found this app is very convenient Date of experience: 27 February 2024","5"
"87","Easy to BookConvenient !Date of experience: 27 February 2024","5"
"88","Easy and very economicalEasy and very economical Date of experience: 26 February 2024","4"
"89","It was a good tripIt was a good trip, lovely people, good accommodations, delicious food.Date of experience: 21 February 2024","5"
"90","They often have the lowest prices and…They often have the lowest prices and reliable flights.Date of experience: 22 February 2024","5"
"91","nice and quicknice and quick Date of experience: 27 February 2024","5"
"92","Very good seviceVery good sevice Date of experience: 27 February 2024","5"
"93","Good servicePrice is cheaper. Service is great. App is easy to use. Date of experience: 25 February 2024","5"
"94","very happy for this dealDate of experience: 01 November 2023","5"
"95","I made a mistake booking my last flight…I made a mistake booking my last flight and there isn’t a way for me to fix it without huge cost Date of experience: 26 February 2024","1"
"96","Good competitionIt’s good to have different options  when traveling, airlines, hotels and activities.👍Date of experience: 18 February 2024","4"
"97","Good price & on timeGood price & on time Date of experience: 22 February 2024","4"
"98","Great Experience.Date of experience: 27 February 2024","5"
"99","Appointment I have appointment Date of experience: 26 February 2024","2"
"100","I have just booked flights with…I have just booked flights with trip.com and paid the extra for checked baggage, when I pressed confirm payment it says I’ve no checked baggage 😡Date of experience: 26 February 2024","1"
"101","Great competitive prices Great competitive prices on hotels and flights Good customer service Date of experience: 20 February 2024","5"
"102","flight cancelledDate of experience: 22 February 2024","1"
"103","Economic and easyEconomic and easy Date of experience: 22 February 2024","5"
"104","worst flightworst flight services given in the option Date of experience: 26 February 2023","1"
"105","Good service Know to understand Date of experience: 23 February 2024","5"
"106","Helpful staffHelpful staff.  Comfortable roomDate of experience: 18 February 2024","5"
"107","Prices are higher compared to local…Prices are higher compared to local platforms, some reviews appears fake or by the hotel itself.  Human interaction is required, instead of forwarding customer here and there. Hire more people than relying on bots. People are getting frustrated by auto answers and auto bots. Because the bots cannot understand the situation/condition of the problem.Date of experience: 10 February 2024","1"
"108","Thanks for notifyingThanks for notifyingDate of experience: 23 February 2024","4"
"109","Safe to book flights that’s all I can…Safe to book flights that’s all I can sayDate of experience: 27 August 2023","5"
"110","Superb app with easy payment methodsSuperb app with easy payment methods, clear menus and helpful itenary, also has nice discountsDate of experience: 22 February 2024","5"
"111","The Trip app has some cool features…The Trip app has some cool features that make it a great choice for booking tickets. It offers a user-friendly interface, making it easy to navigate and find the tickets you need. Additionally, it provides real-time updates on prices and availability, ensuring that you get the best deals. You can also save your preferences and receive personalized recommendations based on your interests. Overall, it's a convenient and affordable way to plan your trips. Hope that gives you a better idea of the features! 😊🌟Date of experience: 22 February 2024","5"
"112","Last 3 years buy ticket only from…Last 3 years buy ticket only from trip.com Date of experience: 22 February 2024","5"
"113"," email updatesis good to receive email updates, to have enough time for changing. Thank youDate of experience: 22 February 2024","5"
"114","Good update Relevant update and precise Date of experience: 22 February 2024","5"
"115","Great applicationGreat application. Especially when booking on EMR train tickets.Date of experience: 20 February 2024","5"
"116","asa dfsadf koaisdfda aoidshfDate of experience: 03 March 2023","1"
"117","Worst after sales experience I'm having a worst after sales experience with them, I want to change my flight and they are asking me to pay a whopping amount of 1700 aed which is not acceptable at all, I bought a flex fare meaning I would pay fare difference if any but 1700 aed can't be a fare difference amount, they are just putting this unto the airline but they are lacking to give me any proof that the airline is charging this, my flight is departing in 36 hours and this Change is urgent as within 24 hours it wouldn't be possible, I confirmed with the airline that the fare difference was around 400 aed but the airline is telling I can only make changes with the same travel agent , please for God sake don't play with our moneyDate of experience: 21 February 2024","1"
"118","Great to speak to real people who…Great to speak to real people who understood my requirements. No attempt to upsell phew.! Date of experience: 20 February 2024","5"
"119","Great app and great customer serviceGreat app and great customer service. I would recommend to family and friends Date of experience: 20 February 2024","5"
"120","Timely and efficient customer serviceA problem occurred with my booking. The carrier did not receive and honour certain baggage information. I contacted Trip.com and my call was immediately answered and each step was documented by email. I'm impressed with the level of customer service and professionalism displayed at each step. Everyone knows mistakes happen from time to time and what really matters is how they are handled. Trip.com gets 10/10 for resolving my problem quickly and going above and beyond with the resolution.Date of experience: 19 February 2024","5"
"121","I am happy and thanks for good serviceDate of experience: 18 February 2024","4"
"122","GoodGood. my trip was greT and the hotel is big and beautifulDate of experience: 14 February 2024","5"
"123","Good informationVery useful apps to bookDate of experience: 20 February 2024","5"
"124","After booking I immediately applied for…After booking I immediately applied for cancellation before  receiving tickets confirmation . Connected to team asked for refund have taken time for 24 hours . Not yet responded . Connect me on +91 9009808500Date of experience: 19 February 2024","1"
"125","The staff was helpfulDate of experience: 15 February 2024","5"
"126","Trip.com is peace of mindDate of experience: 18 February 2024","5"
"127","Issuance of ticket not in order of customers’ transaction Issuance of ticket not consistent; my booking was done a minute before my daughter’s and yet she received her ticket confirmation pretty much immediately wheas I had to wait for 4 days; this caused me some anxiety as I was wondering if something went wrong somewhere with my transaction. Date of experience: 14 February 2024","3"
"128","nice smoothDate of experience: 20 February 2024","5"
"129","Mis-sold flight due to baggage…Mis-sold flight due to baggage allowanceFolks, I booked a flight from LHR to ATQ (Heathrow to Amritsar) with the airline Vistara.Whilst booking online, and throughout the whole booking process on trip.com, the luggage allowance was highlighted as 2 x 23kg for check-in baggage. I took screen shots and also a video of the process.With the peace of mind that the luggage was indeed 2 x 23kg I went ahead with the booking.I was then issued to e-tickets, one for the return leg LHR to DEL which stated 2 x 23kg allowance and then another e-ticket for the domestic flights from Delhi to Amritsar which showed 1 x 15kg allowance.Please note that my booking was from LHR to ATQ as a complete booking with a stop-over in Delhi. I was expecting one e-ticket.Now, due to having received two e-tickets the whole journey is now subject to the 1 x 15kg allowance unless I pay the extra to allow the 2 x 24kg allowance.Vistara state that if you are issued a single e-ticket then the luggage allowance for the whole journey applies, that's 2 x 23kg from LHR to ATQ. But, if you have two e-tickets then you are subject to the baggage allowances stated on each ticket.This is the response from trip after 11 days of emails:We have received a response from our IT department regarding your feedback on baggage display. It has been acknowledged that the baggage allowance for the New Delhi-Amritsar flight shows one piece(s), while the return flight from Amritsar to New Delhi shows 15kg during your booking. Therefore, we are unable to take responsibility for any additional expenses incurred for baggage allowance purchases. Thank you for your understanding in this matter.There is no evidence provided despite me providing a screen recording of the booking process.  Even today I can make the same booking without being told of the reduced luggage allowance.Date of experience: 14 December 2023","1"
"130","Up to date information very informative.Date of experience: 17 February 2024","5"
"131","I had a mistake on name for booking i…I had a mistake on name for booking i dont know why you cant correct it and you issue the ticket both you and the airline passing each other of who can help me fix the mistake thats disgustingDate of experience: 20 February 2024","1"
"132","Can't help customer to change the…Can't help customer to change the flight without penalty or to pay the price difference.  We have use your app or your website for last one.  Date of experience: 20 February 2024","1"
"133","The apps is easy to useThe apps is easy to use, easy to read/understand. Very useful I have already used this apps for quite a while. Also, there is updated info about departure gate, boarding time..really helpful.Date of experience: 18 February 2024","5"
"134","More than I had expectedI have bought tickets, I also was given by invitation to lounge aria at the airport for free. That’s really impressive!  thank you trip.com!Date of experience: 18 February 2024","5"
"135","Ease of website usageBooking was easy and during the check in to the hotel, the details are available and no issues.Date of experience: 18 February 2024","4"
"136","recommendedDate of experience: 20 February 2024","5"
"137","Easy Booking and good systemDate of experience: 20 February 2024","5"
"138","Good application to useDate of experience: 06 January 2024","5"
"139","Great customer serviceGreat customer service when I had problems getting access to my uk train railcard. Slight pain that they couldn't respond in the evening uk time but they replied by the time I woke in the morning on two occasions.Date of experience: 17 February 2024","5"
"140","Very good serviceVery good service, Good location, and beautiful view.Date of experience: 17 February 2024","5"
"141","Nice app for your flight and stayNice app for your flight and stay , appreciated this comfort buddy. You will have a special buddy for your travel & you never go alone anymore with trip.comDate of experience: 18 February 2024","5"
"142","Accuracy and priceDate of experience: 17 February 2024","5"
"143","Easy to use appDate of experience: 17 February 2024","5"
"144","Good very so much 👍👍👍Date of experience: 18 February 2024","5"
"145","Good!!Good!!! Easy to useDate of experience: 18 February 2024","5"
"146","Good service and reliableDate of experience: 17 February 2024","4"
"147","The accurate detail informations of…The accurate detail informations of flights and prices     make booking fast and simple.Date of experience: 18 February 2024","5"
"148","This is the best website with the best…This is the best website with the best rates!Twice I needed to cancel my reservation after cancel time and both times they helped me! Highly recommendedDate of experience: 17 February 2024","5"
"149","That’good and good priceDate of experience: 18 February 2024","5"
"150","Great website to find the good price…Great website to find the good price accommodations and transportations.  Also the rewards is satisfaction offered.Date of experience: 18 February 2024","5"
"151","Access to more services ( a one stop…Access to more services ( a one stop shop). Easy to use app  timely notifications and attention to detailDate of experience: 29 January 2024","5"
"152","Trip.com exceeds my expectations- Booking flights and hotels is so easy- So convenient- Offers lower prices, lots of choices- Provides trips/hotels details in the app- Provides reminders and notifications whenever there are changes in your booking- Secure paymentDate of experience: 15 February 2024","5"
"153","Ease of booking and pricingDate of experience: 17 February 2024","5"
"154","Very useful app!Date of experience: 18 February 2024","5"
"155","thank youEasy to use - reasonable price - excellent communicationDate of experience: 06 February 2024","5"
"156","Response immediatelyDate of experience: 18 February 2024","4"
"157","Hidden Fees GaloreWhile you may feel like you've found a great deal on your flight, hotel, rental, etc., you will inevitably be subjected to a wide array of hidden fees--resort fees, baggage fees, choose-your-seat fees, add insurance fees, all adding up to little to no savings and leaving you with that disheartening feeling that you've been swindled. I'd rather get the REAL price of my trip, upfront and straightforward, so that I'm not paying for all the extras throughout my vacation, sucking all the joy out of it.Date of experience: 14 February 2024","3"
"158","Trip.com is one of the best company…Trip.com is one of the best company they are cheaper then most of companies and very helpful 👍Date of experience: 24 January 2024","5"
"159","Very convenient to use for travel.Date of experience: 03 February 2024","4"
"160","We book tickets through trip.com on the…We book tickets through trip.com on the first part of the trip such a mistake don't ever do it stay away from this site if you have a problem and your flight gets canceled it's on you to pay for the flight they make it as difficult as possible to change lights or find another flight it was the most nightmare experience. My daughter booked the tickets to Europe we had a cancellation in Europe and they expected us to pay for the new tickets in Fall they didn't try to help us or anything it was the most nightmares experience do not use these people it took us so long to get money back from them. Trust me this is the second rate company they run it out of another country and use New York as an address. Once again do not book with this company because if you have a problem you will regret using this company all the rest of our flights we booked through someone else and had no problems whatsoever.Date of experience: 07 October 2023","1"
"161","Fast bookingFast booking, good price. Good website.Date of experience: 12 February 2024","5"
"162","I booked tickets for Manila to Bangkok…I booked tickets for Manila to Bangkok (return tickets).1. Easy to find flight combinations.2. Easy procedures in booking.3. Secured and safe online payment transactions4. Trip.com Service has a ""Guarantee of issuance of tickets"", which makes me more secured and confident that I have my tickets.5. Detailed guidelines in managing bookings.6. Easy access to informations regarding my bookings through Trip.com.Date of experience: 15 February 2024","5"
"163","Advice valentine days celebration there…Advice valentine days celebration there …so happy and the place was niceDate of experience: 13 February 2024","5"
"164","not bad but not so goodDate of experience: 15 February 2024","3"
"165","Booking is easy and fastBooking is easy and fast.  Also, to change or cancel the booking without issues.Date of experience: 19 January 2024","5"
"166","Best travel company ever:)Date of experience: 15 February 2024","5"
"167","Exellent and Cheap PriceDate of experience: 15 February 2024","5"
"168","Punctual and comfortable transfer.Date of experience: 13 February 2024","5"
"169","Very convenientDate of experience: 15 February 2024","5"
"170","The hotel room floor carpet is very…The hotel room floor carpet is very dirty and is causing a bad odor in the room, the mgmt should take into account that this is a serious hygiene issuesDate of experience: 11 February 2024","2"
"171","Excellent ryokan for peace and resting at reasonable priceThe Ryokan book is far away from the city area. It's a little dated and needs upgrading. The staff are helpful and the rooms are comfortable if not very new. The onsen is comfortable with indoor and outdoor poolsFoodwise they serve a half kaiseki and half buffet. Breakfast is sufficient. Parking is no problem. Altogether a quiet ryokan for resting.Date of experience: 06 February 2024","4"
"172","The staff of the hotel are so polite…The staff of the hotel are so polite and very helpful.Date of experience: 10 February 2024","5"
